length_mm,width_mm,height_mm,thickness_mm,area_mm2,moment_of_inertia_mm4,material_name,youngs_modulus_MPa,poisson_ratio,yield_strength_MPa,density_kg_m3,force_N,moment_Nmm,pressure_MPa,torque_Nmm,load_type,boundary_condition,max_stress_MPa,von_mises_stress_MPa,safety_factor,deflection_mm,strain
1961.62,192.24,95.13,13.59,2611.88,13791181.83,Titanium_Ti6Al4V,113800,0.342,880,4430,48991.92,97979.8,47.96,48989.9,1,1,50.2,50.87,17.53,77.5088,0.000441
1980.81,196.12,97.56,15.24,2989.18,15178058.55,Copper_C11000,117000,0.355,220,8940,49495.96,98989.9,48.98,49494.95,2,2,62.29,63.21,3.53,71.1524,0.000532
2000.0,200.0,100.0,16.9,3379.31,16666666.67,Stainless_Steel_304,193000,0.29,215,8000,50000.0,100000.0,50.0,50000.0,0,0,74.17,75.37,2.9,40.7924,0.000384
100.0,10.0,5.0,18.55,185.52,104.17,Aluminum_6061,69000,0.33,276,2700,100.0,0.0,0.0,0.0,1,1,1.43,1.46,192.63,4.5588,2.1e-05
119.19,13.88,7.44,20.21,280.42,475.48,Steel_AISI_1020,200000,0.29,350,7850,604.04,1010.1,1.02,505.05,2,2,13.97,14.23,25.05,3.5208,7e-05
138.38,17.76,9.87,21.86,388.16,1423.41,Titanium_Ti6Al4V,113800,0.342,880,4430,1108.08,2020.2,2.04,1010.1,0,0,9.92,10.11,88.68,5.9293,8.7e-05
157.58,21.63,12.31,23.52,508.74,3360.92,Copper_C11000,117000,0.355,220,8940,1612.12,3030.3,3.06,1515.15,1,1,12.06,12.3,18.24,5.2433,0.000103
176.77,25.51,14.74,25.17,642.15,6813.06,Stainless_Steel_304,193000,0.29,215,8000,2116.16,4040.4,4.08,2020.2,2,2,15.17,15.48,14.17,2.9045,7.9e-05
195.96,29.39,17.18,26.83,788.4,12416.97,Aluminum_6061,69000,0.33,276,2700,2620.2,5050.51,5.1,2525.25,0,0,12.37,12.63,22.3,7.5177,0.000179
215.15,33.27,19.62,28.48,947.49,20921.88,Steel_AISI_1020,200000,0.29,350,7850,3124.24,6060.61,6.12,3030.3,1,1,10.41,10.63,33.61,2.4292,5.2e-05
234.34,37.14,22.05,30.14,1119.41,33189.11,Titanium_Ti6Al4V,113800,0.342,880,4430,3628.28,7070.71,7.14,3535.35,2,2,13.56,13.84,64.88,4.0394,0.000119
253.54,41.02,24.49,31.79,1304.17,50192.06,Copper_C11000,117000,0.355,220,8940,4132.32,8080.81,8.16,4040.4,0,0,14.0,14.27,15.72,3.7485,0.00012
272.73,44.9,26.92,33.45,1501.76,73016.23,Stainless_Steel_304,193000,0.29,215,8000,4636.36,9090.91,9.18,4545.45,1,1,9.13,9.3,23.55,2.1828,4.7e-05
291.92,48.78,29.36,35.1,1712.19,102859.22,Aluminum_6061,69000,0.33,276,2700,5140.4,10101.01,10.2,5050.51,2,2,12.11,12.33,22.8,5.8975,0.000175
311.11,52.65,31.79,36.76,1935.45,141030.68,Steel_AISI_1020,200000,0.29,350,7850,5644.44,11111.11,11.22,5555.56,0,0,15.91,16.18,22.01,1.9743,8e-05
330.3,56.53,34.23,38.41,2171.56,188952.4,Titanium_Ti6Al4V,113800,0.342,880,4430,6148.48,12121.21,12.24,6060.61,1,1,8.13,8.26,108.2,3.3799,7.1e-05
349.49,60.41,36.67,40.07,2420.49,248158.23,Copper_C11000,117000,0.355,220,8940,6652.53,13131.31,13.27,6565.66,2,2,10.9,11.06,20.18,3.2126,9.3e-05
368.69,64.29,39.1,41.72,2682.27,320294.1,Stainless_Steel_304,193000,0.29,215,8000,7156.57,14141.41,14.29,7070.71,0,0,18.15,18.39,11.85,1.9084,9.4e-05
387.88,68.16,41.54,43.38,2956.88,407118.06,Aluminum_6061,69000,0.33,276,2700,7660.61,15151.52,15.31,7575.76,1,1,7.34,7.43,37.6,5.2427,0.000106
407.07,72.04,43.97,45.03,3244.32,510500.22,Steel_AISI_1020,200000,0.29,350,7850,8164.65,16161.62,16.33,8080.81,2,2,9.91,10.01,35.33,1.7801,5e-05
426.26,75.92,46.41,46.69,3544.6,632422.8,Titanium_Ti6Al4V,113800,0.342,880,4430,8668.69,17171.72,17.35,8585.86,0,0,20.66,20.83,42.59,3.0841,0.000182
445.45,79.8,48.85,48.34,3857.72,774980.1,Copper_C11000,117000,0.355,220,8940,9172.73,18181.82,18.37,9090.91,1,1,6.7,6.74,32.86,2.9617,5.7e-05
464.65,83.67,51.28,50.0,4183.67,940378.51,Stainless_Steel_304,193000,0.29,215,8000,9676.77,19191.92,19.39,9595.96,2,2,9.08,9.13,23.67,1.7749,4.7e-05
483.84,87.55,53.72,2.0,175.1,1130936.52,Aluminum_6061,69000,0.33,276,2700,10180.81,20202.02,20.41,10101.01,0,0,169.94,170.36,1.62,4.9136,0.002463
503.03,91.43,56.15,3.66,334.19,1349084.68,Steel_AISI_1020,200000,0.29,350,7850,10684.85,21212.12,21.43,10606.06,1,1,86.64,86.68,4.04,1.6794,0.000433
522.22,95.31,58.59,5.31,506.11,1597365.67,Titanium_Ti6Al4V,113800,0.342,880,4430,11188.89,22222.22,22.45,11111.11,2,2,84.55,84.42,10.41,2.9265,0.000743
541.41,99.18,61.03,6.97,690.87,1878434.23,Copper_C11000,117000,0.355,220,8940,11692.93,23232.32,23.47,11616.16,0,0,59.99,59.78,3.67,2.8244,0.000513
560.61,103.06,63.46,8.62,888.46,2195057.19,Stainless_Steel_304,193000,0.29,215,8000,12196.97,24242.42,24.49,12121.21,1,1,37.51,37.3,5.73,1.7001,0.000194
579.8,106.94,65.9,10.28,1098.89,2550113.5,Aluminum_6061,69000,0.33,276,2700,12701.01,25252.53,25.51,12626.26,2,2,44.53,44.2,6.2,4.7241,0.000645
598.99,110.82,68.33,11.93,1322.15,2946594.15,Steel_AISI_1020,200000,0.29,350,7850,13205.05,26262.63,26.53,13131.31,0,0,45.25,44.84,7.73,1.6199,0.000226
618.18,114.69,70.77,13.59,1558.25,3387602.27,Titanium_Ti6Al4V,113800,0.342,880,4430,13709.09,27272.73,27.55,13636.36,1,1,24.2,23.94,36.37,2.8308,0.000213
637.37,118.57,73.21,15.24,1807.19,3876353.03,Copper_C11000,117000,0.355,220,8940,14213.13,28282.83,28.57,14141.41,2,2,30.48,30.11,7.22,2.7387,0.000261
656.57,122.45,75.64,16.9,2068.97,4416173.74,Stainless_Steel_304,193000,0.29,215,8000,14717.17,29292.93,29.59,14646.46,0,0,41.7,41.12,5.16,1.6519,0.000216
675.76,126.33,78.08,18.55,2343.57,5010503.76,Aluminum_6061,69000,0.33,276,2700,15221.21,30303.03,30.61,15151.52,1,1,17.96,17.68,15.37,4.5983,0.00026
694.95,130.2,80.51,20.21,2631.02,5662894.57,Steel_AISI_1020,200000,0.29,350,7850,15725.25,31313.13,31.63,15656.57,2,2,23.27,22.89,15.04,1.5791,0.000116
714.14,134.08,82.95,21.86,2931.3,6377009.7,Titanium_Ti6Al4V,113800,0.342,880,4430,16229.29,32323.23,32.65,16161.62,0,0,41.55,40.83,21.18,2.7628,0.000365
733.33,137.96,85.38,23.52,3244.42,7156624.8,Copper_C11000,117000,0.355,220,8940,16733.33,33333.33,33.67,16666.67,1,1,14.31,14.05,15.38,2.6756,0.000122
752.53,141.84,87.82,25.17,3570.37,8005627.62,Stainless_Steel_304,193000,0.29,215,8000,17237.37,34343.43,34.69,17171.72,2,2,18.85,18.5,11.41,1.6151,9.8e-05
771.72,145.71,90.26,26.83,3909.16,8928017.96,Aluminum_6061,69000,0.33,276,2700,17741.41,35353.54,35.71,17676.77,0,0,42.78,41.96,6.45,4.4986,0.00062
790.91,149.59,92.69,28.48,4260.79,9927907.73,Steel_AISI_1020,200000,0.29,350,7850,18245.45,36363.64,36.73,18181.82,1,1,11.9,11.67,29.41,1.5456,5.9e-05
810.1,153.47,95.13,30.14,4625.25,11009520.95,Titanium_Ti6Al4V,113800,0.342,880,4430,18749.49,37373.74,37.76,18686.87,2,2,15.84,15.53,55.55,2.705,0.000139
829.29,157.35,97.56,31.79,5002.55,12177193.7,Copper_C11000,117000,0.355,220,8940,19253.54,38383.84,38.78,19191.92,0,0,44.66,43.79,4.93,2.6202,0.000382
848.48,161.22,100.0,33.45,5392.68,13435374.15,Stainless_Steel_304,193000,0.29,215,8000,19757.58,39393.94,39.8,19696.97,1,1,10.18,9.98,21.12,1.5818,5.3e-05
867.68,165.1,5.0,35.1,5795.65,1719.81,Aluminum_6061,69000,0.33,276,2700,20261.62,40404.04,40.82,20202.02,2,2,64.77,63.55,4.26,37888.0741,0.000939
886.87,168.98,7.44,36.76,6211.46,5789.66,Steel_AISI_1020,200000,0.29,350,7850,20765.66,41414.14,41.84,20707.07,0,0,46.86,46.02,7.47,4246.477,0.000234
906.06,172.86,9.87,38.41,6640.1,13857.81,Titanium_Ti6Al4V,113800,0.342,880,4430,21269.7,42424.24,42.86,21212.12,1,1,19.75,19.41,44.56,3402.5896,0.000174
925.25,176.73,12.31,40.07,7081.58,27458.1,Copper_C11000,117000,0.355,220,8940,21773.74,43434.34,43.88,21717.17,2,2,17.4,17.12,12.64,1818.9494,0.000149
944.44,180.61,14.74,41.72,7535.89,48236.49,Stainless_Steel_304,193000,0.29,215,8000,22277.78,44444.44,44.9,22222.22,0,0,49.21,48.47,4.37,682.1979,0.000255
963.64,184.49,17.18,43.38,8003.04,77951.0,Aluminum_6061,69000,0.33,276,2700,22781.82,45454.55,45.92,22727.27,1,1,10.45,10.31,26.41,1280.8926,0.000151
982.83,188.37,19.62,45.03,8483.03,118471.77,Steel_AISI_1020,200000,0.29,350,7850,23285.86,46464.65,46.94,23232.32,2,2,12.24,12.09,28.59,314.8394,6.1e-05
1002.02,192.24,22.05,46.69,8975.85,171780.99,Titanium_Ti6Al4V,113800,0.342,880,4430,23789.9,47474.75,47.96,23737.37,0,0,51.63,51.08,17.05,412.4891,0.000454
1021.21,196.12,24.49,48.34,9481.51,239972.99,Copper_C11000,117000,0.355,220,8940,24293.94,48484.85,48.98,24242.42,1,1,8.08,8.0,27.24,309.9256,6.9e-05
1040.4,200.0,26.92,50.0,10000.0,325254.13,Stainless_Steel_304,193000,0.29,215,8000,24797.98,49494.95,50.0,24747.47,2,2,10.29,10.21,20.9,149.353,5.3e-05
1059.6,10.0,29.36,2.0,20.0,21088.29,Aluminum_6061,69000,0.33,276,2700,25302.02,50505.05,0.0,25252.53,0,0,3549.09,3530.57,0.08,6931.6574,0.051436
1078.79,13.88,31.79,3.66,50.72,37170.88,Steel_AISI_1020,200000,0.29,350,7850,25806.06,51515.15,1.02,25757.58,1,1,1393.27,1388.7,0.25,1457.4847,0.006966
1097.98,17.76,34.23,5.31,94.29,59346.06,Titanium_Ti6Al4V,113800,0.342,880,4430,26310.1,52525.25,2.04,26262.63,2,2,1075.35,1073.95,0.82,1721.1467,0.009449
1117.17,21.63,36.67,6.97,150.68,88867.47,Copper_C11000,117000,0.355,220,8940,26814.14,53535.35,3.06,26767.68,0,0,500.06,500.4,0.44,1197.7705,0.004274
1136.36,25.51,39.1,8.62,219.92,127100.83,Stainless_Steel_304,193000,0.29,215,8000,27318.18,54545.45,4.08,27272.73,1,1,340.59,341.51,0.63,543.263,0.001765
1155.56,29.39,41.54,10.28,301.98,175523.95,Aluminum_6061,69000,0.33,276,2700,27822.22,55555.56,5.1,27777.78,2,2,354.6,356.25,0.78,1176.0729,0.005139
1174.75,33.27,43.97,11.93,396.89,235726.73,Steel_AISI_1020,200000,0.29,350,7850,28326.26,56565.66,6.12,28282.83,0,0,201.67,203.0,1.74,322.5532,0.001008
1193.94,37.14,46.41,13.59,504.63,309411.15,Titanium_Ti6Al4V,113800,0.342,880,4430,28830.3,57575.76,7.14,28787.88,1,1,156.16,157.49,5.64,460.6004,0.001372
1213.13,41.02,48.85,15.24,625.21,398391.3,Copper_C11000,117000,0.355,220,8940,29334.34,58585.86,8.16,29292.93,2,2,179.87,181.72,1.22,370.7107,0.001537
1232.32,44.9,51.28,16.9,758.62,504593.35,Stainless_Steel_304,193000,0.29,215,8000,29838.38,59595.96,9.18,29797.98,0,0,112.94,114.3,1.9,188.864,0.000585
1251.52,48.78,53.72,18.55,904.87,630055.54,Aluminum_6061,69000,0.33,276,2700,30342.42,60606.06,10.2,30303.03,1,1,91.25,92.49,3.02,449.9335,0.001322
1270.71,52.65,56.15,20.21,1063.95,776928.23,Steel_AISI_1020,200000,0.29,350,7850,30846.46,61616.16,11.22,30808.08,2,2,110.65,112.31,3.16,133.7597,0.000553
1289.9,56.53,58.59,21.86,1235.88,947473.86,Titanium_Ti6Al4V,113800,0.342,880,4430,31350.51,62626.26,12.24,31313.13,0,0,75.38,76.61,11.67,204.6623,0.000662
1309.09,60.41,61.03,23.52,1420.63,1144066.94,Copper_C11000,117000,0.355,220,8940,31854.55,63636.36,13.27,31818.18,1,1,60.77,61.83,3.62,174.9004,0.000519
1328.28,64.29,63.46,25.17,1618.23,1369194.09,Stainless_Steel_304,193000,0.29,215,8000,32358.59,64646.46,14.29,32323.23,2,2,76.02,77.42,2.83,93.9232,0.000394
1347.47,68.16,65.9,26.83,1828.66,1625454.02,Aluminum_6061,69000,0.33,276,2700,32862.63,65656.57,15.31,32828.28,0,0,56.7,57.79,4.87,234.4452,0.000822
1366.67,72.04,68.33,28.48,2051.92,1915557.52,Steel_AISI_1020,200000,0.29,350,7850,33366.67,66666.67,16.33,33333.33,1,1,43.91,44.78,7.97,72.6652,0.00022
1385.86,75.92,70.77,30.14,2288.02,2242327.48,Titanium_Ti6Al4V,113800,0.342,880,4430,33870.71,67676.77,17.35,33838.38,2,2,56.11,57.24,15.68,115.4321,0.000493
1405.05,79.8,73.21,31.79,2536.96,2608698.86,Copper_C11000,117000,0.355,220,8940,34374.75,68686.87,18.37,34343.43,0,0,46.85,47.8,4.7,102.0507,0.0004
1424.24,83.67,75.64,33.45,2798.73,3017718.72,Stainless_Steel_304,193000,0.29,215,8000,34878.79,69696.97,19.39,34848.48,1,1,33.59,34.28,6.4,56.5197,0.000174
1443.43,87.55,78.08,35.1,3073.34,3472546.23,Aluminum_6061,69000,0.33,276,2700,35382.83,70707.07,20.41,35353.54,2,2,43.59,44.47,6.33,145.1142,0.000632
1462.63,91.43,80.51,36.76,3360.79,3976452.61,Steel_AISI_1020,200000,0.29,350,7850,35886.87,71717.17,21.43,35858.59,0,0,41.79,42.61,8.38,46.1552,0.000209
1481.82,95.31,82.95,38.41,3661.07,4532821.2,Titanium_Ti6Al4V,113800,0.342,880,4430,36390.91,72727.27,22.45,36363.64,1,1,26.8,27.31,32.84,75.0847,0.000235
1501.01,99.18,85.38,40.07,3974.19,5145147.42,Copper_C11000,117000,0.355,220,8940,36894.95,73737.37,23.47,36868.69,2,2,35.18,35.82,6.25,67.8538,0.000301
1520.2,103.06,87.82,41.72,4300.14,5817038.77,Stainless_Steel_304,193000,0.29,215,8000,37398.99,74747.47,24.49,37373.74,0,0,39.58,40.27,5.43,38.3512,0.000205
1539.39,106.94,90.26,43.38,4638.93,6552214.86,Aluminum_6061,69000,0.33,276,2700,37903.03,75757.58,25.51,37878.79,1,1,22.07,22.42,12.5,100.3387,0.00032
1558.59,110.82,92.69,45.03,4990.56,7354507.37,Steel_AISI_1020,200000,0.29,350,7850,38407.07,76767.68,26.53,38383.84,2,2,29.24,29.67,11.97,32.4773,0.000146
1577.78,114.69,95.13,46.69,5355.02,8227860.07,Titanium_Ti6Al4V,113800,0.342,880,4430,38911.11,77777.78,27.55,38888.89,0,0,39.17,39.68,22.47,53.7009,0.000344
1596.97,118.57,97.56,48.34,5732.32,9176328.84,Copper_C11000,117000,0.355,220,8940,39415.15,78787.88,28.57,39393.94,1,1,18.64,18.85,11.8,49.2713,0.000159
1616.16,122.45,100.0,50.0,6122.45,10204081.63,Stainless_Steel_304,193000,0.29,215,8000,39919.19,79797.98,29.59,39898.99,2,2,24.87,25.12,8.64,28.2452,0.000129
1635.35,126.33,5.0,2.0,252.65,1315.9,Aluminum_6061,69000,0.33,276,2700,40423.23,80808.08,30.61,40404.04,0,0,453.86,457.49,0.61,643902.2029,0.006578
1654.55,130.2,7.44,3.66,475.92,4461.12,Steel_AISI_1020,200000,0.29,350,7850,40927.27,81818.18,31.63,40909.09,1,1,258.45,260.02,1.35,68836.8393,0.001292
1673.74,134.08,9.87,5.31,712.02,10749.21,Titanium_Ti6Al4V,113800,0.342,880,4430,41431.31,82828.28,32.65,41414.14,2,2,233.72,234.68,3.77,52718.3104,0.002054
1692.93,137.96,12.31,6.97,960.96,21433.8,Copper_C11000,117000,0.355,220,8940,41935.35,83838.38,33.67,41919.19,0,0,137.07,137.36,1.61,26987.4215,0.001172
1712.12,141.84,14.74,8.62,1222.73,37880.63,Stainless_Steel_304,193000,0.29,215,8000,42439.39,84848.48,34.69,42424.24,1,1,99.83,99.85,2.15,9709.9221,0.000517
1731.31,145.71,17.18,10.28,1497.34,61567.49,Aluminum_6061,69000,0.33,276,2700,42943.43,85858.59,35.71,42929.29,2,2,113.35,113.14,2.44,17518.9193,0.001643
1750.51,149.59,19.62,11.93,1784.79,94084.29,Steel_AISI_1020,200000,0.29,350,7850,43447.47,86868.69,36.73,43434.34,0,0,88.36,88.02,3.96,4144.2761,0.000442
1769.7,153.47,22.05,13.59,2085.07,137133.02,Titanium_Ti6Al4V,113800,0.342,880,4430,43951.52,87878.79,37.76,43939.39,1,1,59.81,59.46,14.71,5233.1855,0.000526
1788.89,157.35,24.49,15.24,2398.18,192527.75,Copper_C11000,117000,0.355,220,8940,44455.56,88888.89,38.78,44444.44,2,2,72.99,72.43,3.01,3794.801,0.000624
1808.08,161.22,26.92,16.9,2724.14,262194.66,Stainless_Steel_304,193000,0.29,215,8000,44959.6,89898.99,39.8,44949.49,0,0,71.51,70.84,3.01,1767.1142,0.00037
1827.27,165.1,29.36,18.55,3062.93,348171.99,Aluminum_6061,69000,0.33,276,2700,45463.64,90909.09,40.82,45454.55,1,1,41.92,41.46,6.58,3891.6787,0.000608
1846.46,168.98,31.79,20.21,3414.55,452610.1,Steel_AISI_1020,200000,0.29,350,7850,45967.68,91919.19,41.84,45959.6,2,2,53.0,52.33,6.6,1079.2289,0.000265
1865.66,172.86,34.23,21.86,3779.01,577771.43,Titanium_Ti6Al4V,113800,0.342,880,4430,46471.72,92929.29,42.86,46464.65,0,0,64.69,63.79,13.6,1551.7032,0.000568
1884.85,176.73,36.67,23.52,4156.31,726030.49,Copper_C11000,117000,0.355,220,8940,46975.76,93939.39,43.88,46969.7,1,1,31.87,31.38,6.9,1253.5876,0.000272
1904.04,180.61,39.1,25.17,4546.45,899873.9,Stainless_Steel_304,193000,0.29,215,8000,47479.8,94949.49,44.9,47474.75,2,2,41.14,40.47,5.23,639.5766,0.000213
1923.23,184.49,41.54,26.83,4949.42,1101900.37,Aluminum_6061,69000,0.33,276,2700,47983.84,95959.6,45.92,47979.8,0,0,62.17,61.08,4.44,1523.0805,0.000901
1942.42,188.37,43.97,28.48,5365.22,1334820.68,Steel_AISI_1020,200000,0.29,350,7850,48487.88,96969.7,46.94,48484.85,1,1,25.46,25.0,13.75,451.95,0.000127
1961.62,192.24,46.41,30.14,5793.86,1601457.73,Titanium_Ti6Al4V,113800,0.342,880,4430,48991.92,97979.8,47.96,48989.9,2,2,33.32,32.69,26.41,689.3837,0.000293
1980.81,196.12,48.85,31.79,6235.34,1904746.48,Copper_C11000,117000,0.355,220,8940,49495.96,98989.9,48.98,49494.95,0,0,61.75,60.56,3.56,586.7032,0.000528
2000.0,200.0,51.28,33.45,6689.66,2247734.0,Stainless_Steel_304,193000,0.29,215,8000,50000.0,100000.0,50.0,50000.0,1,1,21.03,20.61,10.23,313.4808,0.000109
100.0,10.0,53.72,35.1,351.03,129174.57,Aluminum_6061,69000,0.33,276,2700,100.0,0.0,0.0,0.0,2,2,1.11,1.08,249.45,0.0038,1.6e-05
119.19,13.88,56.15,36.76,510.12,204771.78,Steel_AISI_1020,200000,0.29,350,7850,604.04,1010.1,1.02,505.05,0,0,3.88,3.81,90.13,0.0085,1.9e-05
138.38,17.76,58.59,38.41,682.04,297582.04,Titanium_Ti6Al4V,113800,0.342,880,4430,1108.08,2020.2,2.04,1010.1,1,1,4.59,4.5,191.9,0.0295,4e-05
157.58,21.63,61.03,40.07,866.8,409699.65,Copper_C11000,117000,0.355,220,8940,1612.12,3030.3,3.06,1515.15,2,2,7.37,7.23,29.87,0.0447,6.3e-05
176.77,25.51,63.46,41.72,1064.39,543330.99,Stainless_Steel_304,193000,0.29,215,8000,2116.16,4040.4,4.08,2020.2,0,0,8.16,8.02,26.34,0.0378,4.2e-05
195.96,29.39,65.9,43.38,1274.82,700794.55,Aluminum_6061,69000,0.33,276,2700,2620.2,5050.51,5.1,2525.25,1,1,5.8,5.7,47.59,0.1383,8.4e-05
215.15,33.27,68.33,45.03,1498.09,884520.9,Steel_AISI_1020,200000,0.29,350,7850,3124.24,6060.61,6.12,3030.3,2,2,8.25,8.11,42.45,0.0596,4.1e-05
234.34,37.14,70.77,46.69,1734.19,1097052.69,Titanium_Ti6Al4V,113800,0.342,880,4430,3628.28,7070.71,7.14,3535.35,0,0,10.92,10.76,80.59,0.1265,9.6e-05
253.54,41.02,73.21,48.34,1983.12,1341044.68,Copper_C11000,117000,0.355,220,8940,4132.32,8080.81,8.16,4040.4,1,1,5.86,5.78,37.57,0.145,5e-05
272.73,44.9,75.64,50.0,2244.9,1619263.71,Stainless_Steel_304,193000,0.29,215,8000,4636.36,9090.91,9.18,4545.45,2,2,8.13,8.03,26.45,0.1015,4.2e-05
291.92,48.78,78.08,2.0,97.55,1934588.69,Aluminum_6061,69000,0.33,276,2700,5140.4,10101.01,10.2,5050.51,0,0,152.31,150.73,1.81,0.3227,0.002207
311.11,52.65,80.51,3.66,192.46,2290010.65,Steel_AISI_1020,200000,0.29,350,7850,5644.44,11111.11,11.22,5555.56,1,1,80.13,79.44,4.37,0.1248,0.000401
330.3,56.53,82.95,5.31,300.2,2688632.7,Titanium_Ti6Al4V,113800,0.342,880,4430,6148.48,12121.21,12.24,6060.61,2,2,78.68,78.14,11.18,0.243,0.000691
349.49,60.41,85.38,6.97,420.77,3133670.03,Copper_C11000,117000,0.355,220,8940,6652.53,13131.31,13.27,6565.66,0,0,50.63,50.38,4.35,0.2595,0.000433
368.69,64.29,87.82,8.62,554.19,3628449.93,Stainless_Steel_304,193000,0.29,215,8000,7156.57,14141.41,14.29,7070.71,1,1,35.14,35.04,6.12,0.1712,0.000182
387.88,68.16,90.26,10.28,700.44,4176411.76,Aluminum_6061,69000,0.33,276,2700,7660.61,15151.52,15.31,7575.76,2,2,41.82,41.78,6.6,0.5176,0.000606
407.07,72.04,92.69,11.93,859.52,4781107.0,Steel_AISI_1020,200000,0.29,350,7850,8164.65,16161.62,16.33,8080.81,0,0,35.73,35.77,9.8,0.1918,0.000179
426.26,75.92,95.13,13.59,1031.44,5446199.19,Titanium_Ti6Al4V,113800,0.342,880,4430,8668.69,17171.72,17.35,8585.86,1,1,22.76,22.83,38.66,0.36,0.0002
445.45,79.8,97.56,15.24,1216.2,6175463.99,Copper_C11000,117000,0.355,220,8940,9172.73,18181.82,18.37,9090.91,2,2,28.7,28.84,7.67,0.3722,0.000245
464.65,83.67,100.0,16.9,1413.79,6972789.12,Stainless_Steel_304,193000,0.29,215,8000,9676.77,19191.92,19.39,9595.96,0,0,31.51,31.72,6.82,0.2388,0.000163
483.84,87.55,5.0,18.55,1624.22,911.99,Aluminum_6061,69000,0.33,276,2700,10180.81,20202.02,20.41,10101.01,1,1,61.75,62.29,4.47,6055.0474,0.000895
503.03,91.43,7.44,20.21,1847.49,3132.57,Steel_AISI_1020,200000,0.29,350,7850,10684.85,21212.12,21.43,10606.06,2,2,37.27,37.67,9.39,716.0191,0.000186
522.22,95.31,9.87,21.86,2083.59,7640.61,Titanium_Ti6Al4V,113800,0.342,880,4430,11188.89,22222.22,22.45,11111.11,0,0,30.8,31.18,28.57,603.4807,0.000271
541.41,99.18,12.31,23.52,2332.53,15409.51,Copper_C11000,117000,0.355,220,8940,11692.93,23232.32,23.47,11616.16,1,1,18.26,18.51,12.05,338.4122,0.000156
560.61,103.06,14.74,25.17,2594.3,27524.77,Stainless_Steel_304,193000,0.29,215,8000,12196.97,24242.42,24.49,12121.21,2,2,20.41,20.72,10.54,132.8128,0.000106
579.8,106.94,17.18,26.83,2868.91,45183.99,Aluminum_6061,69000,0.33,276,2700,12701.01,25252.53,25.51,12626.26,0,0,31.59,32.11,8.74,260.3653,0.000458
598.99,110.82,19.62,28.48,3156.35,69696.82,Steel_AISI_1020,200000,0.29,350,7850,13205.05,26262.63,26.53,13131.31,1,1,12.7,12.92,27.57,66.685,6.3e-05
618.18,114.69,22.05,30.14,3456.64,102485.05,Titanium_Ti6Al4V,113800,0.342,880,4430,13709.09,27272.73,27.55,13636.36,2,2,15.94,16.24,55.2,90.8713,0.00014
637.37,118.57,24.49,31.79,3769.75,145082.52,Copper_C11000,117000,0.355,220,8940,14213.13,28282.83,28.57,14141.41,0,0,33.18,33.82,6.63,70.8964,0.000284
656.57,122.45,26.92,33.45,4095.71,199135.18,Stainless_Steel_304,193000,0.29,215,8000,14717.17,29292.93,29.59,14646.46,1,1,10.31,10.51,20.86,35.4218,5.3e-05
675.76,126.33,29.36,35.1,4434.5,266401.07,Aluminum_6061,69000,0.33,276,2700,15221.21,30303.03,30.61,15151.52,2,2,13.43,13.7,20.55,83.4843,0.000195
694.95,130.2,31.79,36.76,4786.12,348750.3,Steel_AISI_1020,200000,0.29,350,7850,15725.25,31313.13,31.63,15656.57,0,0,35.24,35.96,9.93,24.7183,0.000176
714.14,134.08,34.23,38.41,5150.58,448165.09,Titanium_Ti6Al4V,113800,0.342,880,4430,16229.29,32323.23,32.65,16161.62,1,1,8.82,9.0,99.74,37.8622,7.8e-05
733.33,137.96,36.67,40.07,5527.88,566739.73,Copper_C11000,117000,0.355,220,8940,16733.33,33333.33,33.67,16666.67,2,2,11.7,11.94,18.8,32.5212,0.0001
752.53,141.84,39.1,41.72,5918.02,706680.63,Stainless_Steel_304,193000,0.29,215,8000,17237.37,34343.43,34.69,17171.72,0,0,37.63,38.37,5.71,17.6078,0.000195
771.72,145.71,41.54,43.38,6320.99,870306.26,Aluminum_6061,69000,0.33,276,2700,17741.41,35353.54,35.71,17676.77,1,1,7.77,7.92,35.52,44.4201,0.000113
790.91,149.59,43.97,45.03,6736.79,1060047.19,Steel_AISI_1020,200000,0.29,350,7850,18245.45,36363.64,36.73,18181.82,2,2,10.42,10.61,33.6,13.9408,5.2e-05
810.1,153.47,46.41,46.69,7165.43,1278446.09,Titanium_Ti6Al4V,113800,0.342,880,4430,18749.49,37373.74,37.76,18686.87,0,0,40.26,40.95,21.86,22.4562,0.000354
829.29,157.35,48.85,48.34,7606.91,1528157.69,Copper_C11000,117000,0.355,220,8940,19253.54,38383.84,38.78,19191.92,1,1,6.97,7.08,31.55,20.1537,6e-05
848.48,161.22,51.28,50.0,8061.22,1811948.84,Stainless_Steel_304,193000,0.29,215,8000,19757.58,39393.94,39.8,19696.97,2,2,9.42,9.55,22.83,11.3403,4.9e-05
867.68,165.1,53.72,2.0,330.2,2132698.46,Aluminum_6061,69000,0.33,276,2700,20261.62,40404.04,40.82,20202.02,0,0,186.98,189.39,1.48,29.5994,0.00271
886.87,168.98,56.15,3.66,617.65,2493397.58,Steel_AISI_1020,200000,0.29,350,7850,20765.66,41414.14,41.84,20707.07,1,1,90.07,91.08,3.89,9.5746,0.00045
906.06,172.86,58.59,5.31,917.93,2897149.3,Titanium_Ti6Al4V,113800,0.342,880,4430,21269.7,42424.24,42.86,21212.12,2,2,87.57,88.4,10.05,15.8449,0.000769
